text,category
"JPMorgan Chase Bank Commercial Overdraft Protection Charge Wire Transfer International Fee Monthly Checking Account Service Fee Qty: 16411",Insurance & Financial Fees
"Rocket Lawyer Legal Document Template Access #INV-29954",Professional & Legal Services
"PwC PricewaterhouseCoopers Risk Assurance Advisory Retainer Receipt #96213",Professional & Legal Services
"Bank of America Corporate Credit Card Annual Fee Merchant Processing Monthly Service Fee ₹22201,000",Insurance & Financial Fees
"KPMG Statutory Financial Statement Audit Cybersecurity Advisory Services Qty: 2684",Professional & Legal Services
"Lyft Standard Passenger Ride Total: $48372.00",Travel & Transport
"Verizon Fios Fios TV Ultimate HD Channel Package Store #85832",Telecommunications & Internet
"Quill Fellowes Cross-Cut Paper Shredder Store #90362",Office Supplies & Equipment
"Costco Wholesale Organic Extra Virgin Olive Oil 2L Purified Drinking Water 40 Bottle Case #INV-34361",Groceries & Supermarkets
"OpenAI Embeddings API Usage API Credits Usage Billing ChatGPT Plus Subscription ₹89341,000",Software & Cloud Services
"Coursera Specialization Monthly Subscription Coursera for Business User License ₹82348,000",Education & Subscriptions
"Walgreens First Aid Kit Emergency Supplies ₹83938,000",Healthcare & Pharmacy
"Trader Joes Cold Brew Coffee Concentrate Everything Bagel Sesame Seasoning Organic Baby Spinach Salad Ref#43642",Groceries & Supermarkets
"Sweetgreen Crispy Rice Bowl Store #75876",Food & Dining
"Lyft Lyft XL Airport Express Standard Passenger Ride Receipt #85461",Travel & Transport
"McDonalds Big Mac Meal Large French Fries #INV-79581",Food & Dining
"Whole Foods Market Extra Virgin Olive Oil Bottle Total: $35391.00",Groceries & Supermarkets
"State Farm Insurance Auto Insurance Liability Policy Homeowners Policy Premium Invoice Receipt #48964",Insurance & Financial Fees
"Southwest Airlines Business Select Seat Anytime Roundtrip Flight Order #36070",Travel & Transport
"Best Buy Anker 65W USB-C Charger Adapter High Speed HDMI 2.1 Cable 6ft Dell 27 Inch 4K UHD Monitor Receipt #35303",Office Supplies & Equipment
"Disney+ Trio Premium Bundle Plan Total: $35638.00",Entertainment & Events
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription Receipt #24549",Education & Subscriptions
"AWS Amazon Web Services CloudFront CDN Data RDS PostgreSQL Database Usage EC2 Compute Billing Receipt #28597",Software & Cloud Services
"TikTok Ads In-Feed Video Ad Impressions Txn ID: 75644",Marketing & Advertising
"Clio Time Tracking Client Billing Portal Trust Accounting Compliance Qty: 94504",Professional & Legal Services
"Heroku Heroku Postgres Database Production Dyno Hosting Qty: 96764",Software & Cloud Services
"Kaiser Permanente Prescription Copayment Specialty Meds Diagnostic Ultrasound Scan Examination Doctor Visit Co-pay General Practice ₹7214,000",Healthcare & Pharmacy
"GitHub LFS Large File Storage Ref#86226",Software & Cloud Services
"Ace Hardware Stanley Measuring Tape 25 Foot WD-40 Multi-Use Lubricant Spray Order #16081",Maintenance & Repairs
"Dominos Pizza Buffalo Wings 8pc Chocolate Lava Cake Qty: 56521",Food & Dining
"National Car Rental Fullsize SUV Rental Emerald Club Selection #INV-37019",Travel & Transport
"Allstate Insurance Property Casualty Insurance Premium Commercial Liability Insurance Policy #INV-25925",Insurance & Financial Fees
"Mailchimp Transactional Email API Credits Standard Email Marketing Plan Store #1183",Marketing & Advertising
"T-Mobile Mobile Internet Hotspot Data Line SyncUP Fleet Vehicle Tracking Device Business Unlimited 5G Smartphone Lines Total: $18425.00",Utilities & Bills
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Qty: 82723",Telecommunications & Internet
"Verizon Fios 1000Mbps Fiber Internet Service Fios TV Ultimate HD Channel Package Digital Home Phone Line Total: $27722.00",Telecommunications & Internet
"Mailchimp Transactional Email API Credits Total: $79845.00",Marketing & Advertising
"KPMG Statutory Financial Statement Audit Receipt #92683",Professional & Legal Services
"American Airlines Domestic Flight Ticket In-Flight Wi-Fi Pass ₹21200,000",Travel & Transport
"Quest Diagnostics Thyroid Stimulating Hormone TSH Lab Receipt #83315",Healthcare & Pharmacy
"CenturyLink Lumen Business Broadband DSL Service Dedicated Fiber Internet Line SIP Trunking Voice Channel #INV-29200",Telecommunications & Internet
"Lincoln Property Co Building Maintenance Fee Residential Suite Lease Payment Tenant Utility Submeter Charge Ref#84762",Real Estate & Rent
"Spectrum Business Voice Landline Phone Service Business Internet Ultra 600Mbps Connection Txn ID: 26936",Utilities & Bills
"National Car Rental Emerald Club Selection Loss Damage Protection Fullsize SUV Rental Store #64947",Travel & Transport
"Heroku Production Dyno Hosting Heroku Postgres Database Ref#20521",Software & Cloud Services
"JPMorgan Chase Bank Wire Transfer International Fee Store #11360",Insurance & Financial Fees
"Walgreens First Aid Kit Emergency Supplies Total: $35654.00",Healthcare & Pharmacy
"CVS Pharmacy Digital Oral Thermometer Fever Reader Adhesive Bandages 100 Pack Ref#60747",Healthcare & Pharmacy
"Deloitte Corporate Tax Compliance Advisory Txn ID: 77752",Professional & Legal Services
"Netflix Standard HD Monthly Subscription Premium 4K Ultra HD Plan Extra Member Slot Fee ₹93812,000",Entertainment & Events
"Stripe Processing Fee Chargeback #INV-37311",Software & Cloud Services
"AMC Theatres Dolby Cinema Recliner Seat IMAX Cinema Ticket Pass Store #33531",Entertainment & Events
"Starbucks Iced Caramel Macchiato Vanilla Frappuccino Qty: 54181",Food & Dining
"Geico Insurance Monthly Vehicle Policy Renewal Auto Vehicle Insurance Premium Comprehensive Collision Coverage Txn ID: 1988",Insurance & Financial Fees
"T-Mobile Mobile Internet Hotspot Data Line Business Unlimited 5G Smartphone Lines SyncUP Fleet Vehicle Tracking Device #INV-87984",Utilities & Bills
"CBRE Commercial Office Space Monthly Lease Commercial Property Management Charge Txn ID: 76161",Real Estate & Rent
"Rite Aid Hydrogen Peroxide Antiseptic Liquid Heating Pad Electric Muscle Relief Total: $66439.00",Healthcare & Pharmacy
"Comcast Xfinity Voice Edge VoIP Business Phone Service Xfinity TV Station Public Cable Total: $18320.00",Utilities & Bills
"Costco Wholesale Organic Extra Virgin Olive Oil 2L ₹54594,000",Groceries & Supermarkets
"Bank of America Corporate Credit Card Annual Fee Store #81054",Insurance & Financial Fees
"Allstate Insurance Property Casualty Insurance Premium Commercial Liability Insurance Policy Ref#25129",Insurance & Financial Fees
"Geico Insurance Auto Vehicle Insurance Premium Comprehensive Collision Coverage Monthly Vehicle Policy Renewal Total: $8926.00",Insurance & Financial Fees
"State Farm Insurance Auto Insurance Liability Policy Homeowners Policy Premium Invoice Order #3139",Insurance & Financial Fees
"HubSpot Sales CRM Enterprise Subscription Marketing Hub Professional Tier Total: $38187.00",Marketing & Advertising
"CBRE Commercial Common Area Maintenance CAM Fee Commercial Property Management Charge Office Space Monthly Lease Total: $91719.00",Real Estate & Rent
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Receipt #42812",Telecommunications & Internet
"Rite Aid Eye Drops Lubricant Redness Relief Hydrogen Peroxide Antiseptic Liquid Total: $30801.00",Healthcare & Pharmacy
"Google Ads Search Network Campaign Clicks Performance Max Campaign Ad Spend Display Network Banner Advertising Txn ID: 14780",Marketing & Advertising
"Walgreens Tylenol Extra Strength Acetaminophen Claritin 24-Hour Allergy Relief Omron Upper Arm Blood Pressure Monitor Ref#66844",Healthcare & Pharmacy
"Ahrefs Content Explorer Search Tool Site Explorer Domain Rating Tracker Store #56045",Marketing & Advertising
"Whole Foods Market Artisanal Sourdough Bread Fresh Organic Bananas Bunch Total: $41109.00",Groceries & Supermarkets
"CDW Samsung 1TB NVMe M.2 SSD Txn ID: 62890",Office Supplies & Equipment
"T-Mobile Business Unlimited 5G Smartphone Lines #INV-13751",Utilities & Bills
"EY Ernst & Young Global Tax Advisory Retainer Enterprise Risk Management Consulting M&A Due Diligence Advisory #INV-24847",Professional & Legal Services
"City Water Department Sanitation Waste Management Utility Bill Order #86657",Utilities & Bills
"Linear Standard Team Workspace Integrations API Access Enterprise Product Management Txn ID: 68825",Software & Cloud Services
"Allstate Insurance Property Casualty Insurance Premium Commercial Liability Insurance Policy Total: $69454.00",Insurance & Financial Fees
"CBRE Commercial Commercial Property Management Charge Store #25229",Real Estate & Rent
"Coursera Professional Certificate Course Fee #INV-85647",Education & Subscriptions
"Jiffy Lube Serpentine Belt Inspection Replacement Qty: 25974",Maintenance & Repairs
"AT&T Fiber Gigabit Fiber Internet Monthly Bill Static IP Address Block Monthly Wi-Fi Gateway Equipment Rental Fee ₹19870,000",Telecommunications & Internet
"Whole Foods Market Fresh Organic Bananas Bunch ₹68061,000",Groceries & Supermarkets
"KFC Coleslaw Medium Receipt #73095",Food & Dining
"Dominos Pizza Thin Crust Veggie Supreme Ref#98800",Food & Dining
"Hertz Prepaid Gas Tank Fill Qty: 26536",Travel & Transport
"CDW Cisco Catalyst Managed Switch 24 Port Samsung 1TB NVMe M.2 SSD APC Smart-UPS Uninterruptible Power Total: $54759.00",Office Supplies & Equipment
"Google Workspace Enterprise Workspace Seats Store #76104",Software & Cloud Services
"Harvard Business Review Executive Leadership Magazine HBR Digital Subscription Annual Receipt #6507",Education & Subscriptions
"LinkedIn Learning Enterprise Skill Training Subscription Monthly Unlimited Learning Access ₹54599,000",Education & Subscriptions
"CBRE Commercial Office Space Monthly Lease Commercial Property Management Charge Common Area Maintenance CAM Fee Txn ID: 77754",Real Estate & Rent
"Southwest Airlines Business Select Seat ₹86086,000",Travel & Transport
"Mailchimp Automated Customer Journey Builder Standard Email Marketing Plan Ref#17415",Marketing & Advertising
"AMC Theatres Dolby Cinema Recliner Seat IMAX Cinema Ticket Pass Txn ID: 56025",Entertainment & Events
"EY Ernst & Young Enterprise Risk Management Consulting M&A Due Diligence Advisory #INV-8100",Professional & Legal Services
"Rite Aid Hydrogen Peroxide Antiseptic Liquid Order #52935",Healthcare & Pharmacy
"AutoZone Brake Pads Front Ceramic Set Spark Plugs Platinum 4 Pack ₹41855,000",Maintenance & Repairs
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Commercial Real Estate Rent Invoice Retail Space Lease Payment Ref#34953",Real Estate & Rent
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Gigabit Fiber Internet Monthly Bill Static IP Address Block Monthly ₹87927,000",Telecommunications & Internet
"PwC PricewaterhouseCoopers Regulatory Compliance Audit Ref#1886",Professional & Legal Services
"Eventbrite Networking Event Ticket Admission Receipt #34439",Entertainment & Events
"AutoZone Castrol Full Synthetic Motor Oil 5 Qt Spark Plugs Platinum 4 Pack Duralast 12V Automotive Battery Qty: 13302",Maintenance & Repairs
"DocuSign Envelope Quota Extension Pack Receipt #76172",Professional & Legal Services
"Hulu Live TV Bundle Disney+ ESPN+ Txn ID: 49936",Entertainment & Events
"Taco Bell Crunchy Taco Supreme Bean Burrito Store #57385",Food & Dining
"AT&T Fiber Wi-Fi Gateway Equipment Rental Fee Static IP Address Block Monthly Order #80951",Telecommunications & Internet
"Cloudflare Pro Plan Web Security CDN Registrar Domain Renewal DDoS Protection Premium Receipt #79462",Software & Cloud Services
"Bank of America International Transaction Fee Merchant Processing Monthly Service Fee Corporate Credit Card Annual Fee Receipt #44509",Insurance & Financial Fees
"Lowes Husky Heavy Duty Workbench #INV-18289",Maintenance & Repairs
"City Medical Clinic Annual Physical Wellness Examination Order #18722",Healthcare & Pharmacy
"Shake Shack ShackBurger Double Crinkle Cut Fries Store #95232",Food & Dining
"Sears Auto Center Transmission Fluid Service Flush Wheel Alignment 4-Wheel Precision #INV-85091",Maintenance & Repairs
"Shell Gas Station Convenience Store Snacks V-Power Premium Diesel Unleaded 87 Fueling Ref#46642",Travel & Transport
"Metra Commuter Rail 10-Ride Train Pass Monthly Transit Pass Qty: 71693",Travel & Transport
"EY Ernst & Young Global Tax Advisory Retainer M&A Due Diligence Advisory Total: $79964.00",Professional & Legal Services
"Verizon Fios 1000Mbps Fiber Internet Service Fios TV Ultimate HD Channel Package ₹31572,000",Telecommunications & Internet
"Office Depot Manila File Folders 100 Pack #INV-95835",Office Supplies & Equipment
"Harvard Business Review HBR Digital Subscription Annual Case Study PDF Download License Order #35730",Education & Subscriptions
"Rocket Lawyer Attorney On-Call Advice Consultation Total: $88862.00",Professional & Legal Services
"NYC Transit MetroCard 30-Day Unlimited Subway Pass Receipt #77029",Travel & Transport
"Hulu Live TV Bundle Disney+ ESPN+ Addon Premium Channel Access Txn ID: 34300",Entertainment & Events
"PG&E Pacific Gas Electric Monthly Commercial Gas Electric Bill Natural Gas Heating Distribution Meter #INV-14255",Utilities & Bills
"KPMG Cybersecurity Advisory Services Order #99123",Professional & Legal Services
"Discount Tire Tire Mounting Balancing Disposal Tire Pressure Sensor TPMS Replacement Michelin Defender All-Season Tire 4 Pack Txn ID: 79820",Maintenance & Repairs
"Google Workspace Enterprise Workspace Seats Google Drive Additional Capacity Business Plus Email Storage Txn ID: 61840",Software & Cloud Services
"Kroger Supermarket Organic Greek Yogurt Vanilla Shredded Cheddar Cheese 16oz Fresh Gala Apples 3lb Bag Order #82093",Groceries & Supermarkets
"AT&T Fiber Static IP Address Block Monthly Total: $63390.00",Telecommunications & Internet
"Greystar Real Estate Pet Rent Monthly Fee Txn ID: 24044",Real Estate & Rent
"Verizon Fios Fios TV Ultimate HD Channel Package Digital Home Phone Line 1000Mbps Fiber Internet Service Receipt #53541",Telecommunications & Internet
"Staples Heavy Duty Binders 2 Inch HP Black Toner Cartridge Laserjet Mesh Ergonomic Office Chair Total: $49674.00",Office Supplies & Equipment
"AMC Theatres Movie Ticket Adult Evening IMAX Cinema Ticket Pass Dolby Cinema Recliner Seat Txn ID: 92715",Entertainment & Events
"Lincoln Property Co Residential Suite Lease Payment Tenant Utility Submeter Charge ₹87535,000",Real Estate & Rent
"Udemy AWS Solutions Architect Certification Course Online Video Course Purchase Qty: 95951",Education & Subscriptions
"Uline Shipping Label Tape Rolls Heavy Duty Poly Mailers Shipping Envelopes 100 Pack #INV-50441",Office Supplies & Equipment
"Verizon Fios Digital Home Phone Line 1000Mbps Fiber Internet Service #INV-9607",Telecommunications & Internet
"Lincoln Property Co Tenant Utility Submeter Charge Ref#57313",Real Estate & Rent
